שם תחנה,מספר תחנה,תאריך,סוג קרינה(),05-06 LST(kJ/m²),06-07 LST(kJ/m²),07-08 LST(kJ/m²),08-09 LST(kJ/m²),09-10 LST(kJ/m²),10-11 LST(kJ/m²),11-12 LST(kJ/m²),12-13 LST(kJ/m²),13-14 LST(kJ/m²),14-15 LST(kJ/m²),15-16 LST(kJ/m²),16-17 LST(kJ/m²),17-18 LST(kJ/m²),18-19 LST(kJ/m²)
בית דגן קרינה                                     ,2524,23-02-2020,ישירה,0,3.6,7.2,234,144,1461.6,367.2,7.2,7.2,7.2,3.6,7.2,0,0
בית דגן קרינה                                     ,2524,23-02-2020,מפוזרת,0,43.2,302.4,835.2,1105.2,1202.4,1177.2,1159.2,903.6,536.4,532.8,252,21.6,0
בית דגן קרינה                                     ,2524,23-02-2020,גלובאלית,0,50.4,327.6,1054.8,1342.8,2462.4,1598.4,1252.8,979.2,583.2,583.2,277.2,25.2,0
בית דגן קרינה                                     ,2524,24-02-2020,ישירה,0,43.2,424.8,1202.4,2005.2,489.6,104.4,388.8,230.4,810,266.4,10.8,0,0
בית דגן קרינה                                     ,2524,24-02-2020,מפוזרת,0,82.8,280.8,561.6,716.4,1004.4,1141.2,1296,1173.6,903.6,442.8,180,39.6,0
בית דגן קרינה                                     ,2524,24-02-2020,גלובאלית,0,111.6,450,1198.8,2044.8,1472.4,1350,1746,1465.2,1497.6,601.2,201.6,43.2,0
בית דגן קרינה                                     ,2524,25-02-2020,ישירה,0,0,39.6,169.2,111.6,543.6,1486.8,1195.2,1062,878.4,79.2,176.4,0,0
בית דגן קרינה                                     ,2524,25-02-2020,מפוזרת,0,21.6,226.8,615.6,630,1062,1234.8,1206,1148.4,1018.8,684,342,61.2,0
בית דגן קרינה                                     ,2524,25-02-2020,גלובאלית,0,25.2,259.2,763.2,766.8,1576.8,2545.2,2260.8,2023.2,1648.8,784.8,417.6,64.8,0
בית דגן קרינה                                     ,2524,26-02-2020,ישירה,0,57.6,1317.6,2444.4,2304,720,126,565.2,1623.6,774,1540.8,1490.4,115.2,0
בית דגן קרינה                                     ,2524,26-02-2020,מפוזרת,0,82.8,252,356.4,705.6,846,871.2,921.6,1054.8,824.4,453.6,223.2,39.6,0
בית דגן קרינה                                     ,2524,26-02-2020,גלובאלית,0,100.8,684,1519.2,2181.6,1436.4,1036.8,1458,2322,1378.8,1159.2,590.4,50.4,0
בית דגן קרינה                                     ,2524,27-02-2020,מפוזרת,0,68.4,212.4,313.2,324,403.2,820.8,925.2,684,493.2,288,198,28.8,0
בית דגן קרינה                                     ,2524,27-02-2020,גלובאלית,0,136.8,828,1537.2,2196,2638.8,2642.4,2430,2134.8,1918.8,1375.2,651.6,50.4,0
בית דגן קרינה                                     ,2524,27-02-2020,ישירה,0,446.4,2181.6,2617.2,3034.8,3106.8,2253.6,1846.8,1983.6,2394,2520,1828.8,194.4,0
בית דגן קרינה                                     ,2524,28-02-2020,מפוזרת,0,61.2,183.6,273.6,514.8,442.8,291.6,284.4,316.8,309.6,262.8,176.4,32.4,0
בית דגן קרינה                                     ,2524,28-02-2020,גלובאלית,0,140.4,817.2,1555.2,1983.6,2566.8,2890.8,2869.2,2574,2080.8,1396.8,633.6,61.2,0
בית דגן קרינה                                     ,2524,28-02-2020,ישירה,0,201.6,2228.4,2696.4,2289.6,2890.8,3398.4,3416.4,3232.8,3006,2638.8,1886.4,262.8,0
בית דגן קרינה                                     ,2524,29-02-2020,מפוזרת,0,68.4,320.4,626.4,615.6,522,637.2,824.4,1044,874.8,421.2,334.8,43.2,0
בית דגן קרינה                                     ,2524,29-02-2020,גלובאלית,0,72,378,759.6,2005.2,2631.6,2901.6,2440.8,1936.8,2120.4,1425.6,518.4,61.2,0
בית דגן קרינה                                     ,2524,29-02-2020,ישירה,3.6,7.2,79.2,129.6,2008.8,2800.8,2782.8,1922.4,1008,1864.8,2174.4,630,108,0
בית דגן קרינה                                     ,2524,01-03-2020,ישירה,0,7.2,1141.2,2930.4,3200.4,3254.4,2624.4,1400.4,1360.8,1591.2,3.6,129.6,82.8,0
בית דגן קרינה                                     ,2524,01-03-2020,מפוזרת,0,43.2,273.6,262.8,302.4,381.6,752.4,968.4,853.2,648,360,374.4,68.4,0
בית דגן קרינה                                     ,2524,01-03-2020,גלובאלית,0,50.4,698.4,1677.6,2329.2,2797.2,2905.2,2174.4,1940.4,1710,392.4,453.6,79.2,0
בית דגן קרינה                                     ,2524,02-03-2020,ישירה,0,3.6,532.8,1648.8,637.2,46.8,406.8,1130.4,2635.2,770.4,792,1422,241.2,0
בית דגן קרינה                                     ,2524,02-03-2020,מפוזרת,0,57.6,457.2,608.4,1148.4,1026,1386,1368,849.6,828,633.6,255.6,39.6,0
בית דגן קרינה                                     ,2524,02-03-2020,גלובאלית,0,61.2,709.2,1501.2,1796.4,1148.4,1864.8,2397.6,2833.2,1393.2,1022.4,612,72,0
בית דגן קרינה                                     ,2524,03-03-2020,מפוזרת,0,86.4,212.4,262.8,316.8,334.8,331.2,342,342,331.2,277.2,194.4,43.2,0
בית דגן קרינה                                     ,2524,03-03-2020,ישירה,0,223.2,2034,2844,3178.8,3337.2,3405.6,3351.6,3250.8,3038.4,2692.8,1861.2,208.8,0
בית דגן קרינה                                     ,2524,03-03-2020,גלובאלית,0,237.6,838.8,1670.4,2347.2,2804.4,3009.6,2955.6,2682,2174.4,1483.2,680.4,72,0
בית דגן קרינה                                     ,2524,04-03-2020,מפוזרת,0,90,234,280.8,291.6,324,421.2,370.8,334.8,306,262.8,183.6,39.6,0
בית דגן קרינה                                     ,2524,04-03-2020,ישירה,0,172.8,1958.4,2908.8,3196.8,3294,3146.4,3250.8,3222,3034.8,2696.4,2016,280.8,0
בית דגן קרינה                                     ,2524,04-03-2020,גלובאלית,0,223.2,889.2,1713.6,2358,2793.6,2966.4,2966.4,2689.2,2163.6,1476,709.2,75.6,0
בית דגן קרינה                                     ,2524,05-03-2020,מפוזרת,0,82.8,176.4,216,514.8,698.4,388.8,414,820.8,856.8,756,363.6,61.2,0
בית דגן קרינה                                     ,2524,05-03-2020,גלובאלית,0,219.6,900,1800,2001.6,2750.4,3034.8,3009.6,2574,1749.6,954,687.6,82.8,0
בית דגן קרינה                                     ,2524,05-03-2020,ישירה,0,237.6,2361.6,3139.2,2228.4,2624.4,3297.6,3247.2,2250,1238.4,234,1076.4,115.2,0
בית דגן קרינה                                     ,2524,06-03-2020,ישירה,0,7.2,0,3.6,990,1501.2,982.8,21.6,115.2,0,14.4,0,14.4,3.6
בית דגן קרינה                                     ,2524,06-03-2020,מפוזרת,0,43.2,50.4,205.2,896.4,1414.8,1148.4,612,1274.4,349.2,453.6,176.4,64.8,0
בית דגן קרינה                                     ,2524,06-03-2020,גלובאלית,0,46.8,57.6,226.8,1692,2746.8,2091.6,687.6,1504.8,381.6,493.2,194.4,75.6,0
בית דגן קרינה                                     ,2524,07-03-2020,ישירה,0,32.4,1256.4,1166.4,126,2142,1684.8,2764.8,2869.2,3031.2,2624.4,1411.2,216,0
בית דגן קרינה                                     ,2524,07-03-2020,מפוזרת,0,118.8,381.6,496.8,716.4,860.4,867.6,662.4,522,327.6,298.8,266.4,54,0
בית דגן קרינה                                     ,2524,07-03-2020,גלובאלית,0,136.8,925.2,1112.4,874.8,2577.6,2340,3020.4,2725.2,2239.2,1526.4,680.4,79.2,0
בית דגן קרינה                                     ,2524,08-03-2020,מפוזרת,0,111.6,248.4,306,338.4,374.4,414,457.2,428.4,360,306,212.4,50.4,0
בית דגן קרינה                                     ,2524,08-03-2020,גלובאלית,0,212.4,954,1728,2361.6,2775.6,2948.4,2912.4,2635.2,2152.8,1472.4,694.8,86.4,0
בית דגן קרינה                                     ,2524,08-03-2020,ישירה,0,244.8,2012.4,2728.8,3024,3139.2,3114,3024,2948.4,2851.2,2502,1717.2,266.4,0
בית דגן קרינה                                     ,2524,09-03-2020,מפוזרת,0,176.4,414,561.6,882,1044,1130.4,1134,1069.2,792,572.4,252,54,0
בית דגן קרינה                                     ,2524,09-03-2020,גלובאלית,0,284.4,889.2,1476,2145.6,1998,2980.8,2520,2091.6,1767.6,1440,691.2,79.2,0
בית דגן קרינה                                     ,2524,09-03-2020,ישירה,0,435.6,1288.8,1594.8,1681.2,1015.2,2062.8,1454.4,1112.4,1386,1767.6,1479.6,154.8,0
בית דגן קרינה                                     ,2524,10-03-2020,ישירה,0,28.8,93.6,68.4,108,489.6,399.6,1267.2,2188.8,2034,1497.6,356.4,3.6,0
בית דגן קרינה                                     ,2524,10-03-2020,מפוזרת,3.6,162,500.4,705.6,1029.6,1342.8,1278,1209.6,795.6,673.2,561.6,360,75.6,0
בית דגן קרינה                                     ,2524,10-03-2020,גלובאלית,3.6,183.6,601.2,813.6,1220.4,1936.8,1828.8,2487.6,2620.8,2098.8,1375.2,529.2,82.8,0
בית דגן קרינה                                     ,2524,11-03-2020,מפוזרת,0,158.4,399.6,543.6,612,651.6,666,626.4,655.2,572.4,475.2,280.8,50.4,0
בית דגן קרינה                                     ,2524,11-03-2020,ישירה,0,187.2,1270.8,1915.2,2350.8,2534.4,2617.2,2638.8,2419.2,2214,1645.2,752.4,3.6,0
בית דגן קרינה                                     ,2524,11-03-2020,גלובאלית,3.6,237.6,921.6,1666.8,2325.6,2743.2,2944.8,2887.2,2606.4,2077.2,1342.8,561.6,57.6,0
בית דגן קרינה                                     ,2524,12-03-2020,מפוזרת,0,104.4,406.8,687.6,504,486,853.2,1220.4,255.6,115.2,172.8,111.6,14.4,0
בית דגן קרינה                                     ,2524,12-03-2020,גלובאלית,0,118.8,522,1173.6,2322,2743.2,2962.8,2397.6,273.6,126,187.2,122.4,14.4,0
בית דגן קרינה                                     ,2524,12-03-2020,ישירה,3.6,14.4,151.2,673.2,2559.6,2818.8,2368.8,1191.6,0,3.6,3.6,3.6,0,3.6
בית דגן קרינה                                     ,2524,13-03-2020,מפוזרת,3.6,201.6,378,345.6,655.2,986.4,1191.6,842.4,583.2,255.6,111.6,108,25.2,0
בית דגן קרינה                                     ,2524,13-03-2020,גלובאלית,3.6,262.8,424.8,381.6,723.6,1105.2,1396.8,961.2,640.8,284.4,122.4,118.8,28.8,0
בית דגן קרינה                                     ,2524,13-03-2020,ישירה,7.2,122.4,36,3.6,7.2,18,72,21.6,0,0,0,0,3.6,0
בית דגן קרינה                                     ,2524,14-03-2020,ישירה,0,3.6,21.6,118.8,446.4,892.8,144,3.6,10.8,39.6,0,0,0,0
בית דגן קרינה                                     ,2524,14-03-2020,מפוזרת,0,97.2,522,781.2,907.2,1058.4,1170,396,720,1015.2,349.2,234,50.4,0
בית דגן קרינה                                     ,2524,14-03-2020,גלובאלית,0,108,586.8,957.6,1386,1947.6,1436.4,432,788.4,1159.2,381.6,255.6,54,0
בית דגן קרינה                                     ,2524,15-03-2020,ישירה,0,100.8,1101.6,1875.6,2127.6,2052,1850.4,1666.8,1962,1742.4,1386,622.8,75.6,0
בית דגן קרינה                                     ,2524,15-03-2020,מפוזרת,3.6,183.6,439.2,579.6,694.8,792,1018.8,1069.2,903.6,777.6,586.8,374.4,100.8,0
בית דגן קרינה                                     ,2524,15-03-2020,גלובאלית,3.6,259.2,954,1710,2322,2592,2761.2,2671.2,2599.2,2062.8,1375.2,622.8,122.4,0
בית דגן קרינה                                     ,2524,16-03-2020,ישירה,3.6,277.2,1843.2,2487.6,2602.8,2163.6,2797.2,2408.4,2422.8,2509.2,2322,1551.6,331.2,0
בית דגן קרינה                                     ,2524,16-03-2020,מפוזרת,7.2,151.2,324,406.8,547.2,752.4,662.4,828,741.6,532.8,388.8,266.4,75.6,0
בית דגן קרינה                                     ,2524,16-03-2020,גלובאלית,7.2,291.6,1040.4,1814.4,2437.2,2602.8,3117.6,2973.6,2703.6,2221.2,1544.4,748.8,126,0
בית דגן קרינה                                     ,2524,17-03-2020,ישירה,0,57.6,136.8,1472.4,1976.4,1767.6,201.6,0,0,3.6,10.8,72,0,0
בית דגן קרינה                                     ,2524,17-03-2020,מפוזרת,7.2,176.4,435.6,666,720,986.4,817.2,306,270,334.8,388.8,298.8,46.8,0
בית דגן קרינה                                     ,2524,17-03-2020,גלובאלית,7.2,212.4,532.8,1605.6,2242.8,2566.8,1069.2,334.8,295.2,363.6,435.6,352.8,50.4,0
בית דגן קרינה                                     ,2524,18-03-2020,ישירה,0,7.2,208.8,190.8,324,3.6,162,111.6,2012.4,1299.6,540,1162.8,28.8,0
בית דגן קרינה                                     ,2524,18-03-2020,מפוזרת,3.6,136.8,342,612,950.4,608.4,1094.4,1209.6,820.8,802.8,676.8,421.2,57.6,0
בית דגן קרינה                                     ,2524,18-03-2020,גלובאלית,3.6,158.4,478.8,784.8,1353.6,658.8,1364.4,1436.4,2484,1792.8,1011.6,802.8,64.8,0
בית דגן קרינה                                     ,2524,19-03-2020,ישירה,0,104.4,147.6,241.2,453.6,759.6,608.4,50.4,21.6,424.8,1040.4,28.8,79.2,0
בית דגן קרינה                                     ,2524,19-03-2020,מפוזרת,3.6,169.2,385.2,676.8,806.4,1148.4,1054.8,637.2,478.8,918,640.8,255.6,97.2,0
בית דגן קרינה                                     ,2524,19-03-2020,גלובאלית,3.6,212.4,482.4,907.2,1242,1936.8,1735.2,748.8,550.8,1339.2,1238.4,288,115.2,0
בית דגן קרינה                                     ,2524,20-03-2020,ישירה,0,3.6,601.2,1630.8,18,3.6,712.8,439.2,3.6,0,3.6,0,0,0
בית דגן קרינה                                     ,2524,20-03-2020,מפוזרת,3.6,154.8,460.8,612,738,561.6,892.8,1324.8,799.2,270,273.6,165.6,25.2,0
בית דגן קרינה                                     ,2524,20-03-2020,גלובאלית,3.6,176.4,727.2,1634.4,828,612,1796.4,1940.4,885.6,298.8,302.4,187.2,32.4,0
בית דגן קרינה                                     ,2524,21-03-2020,ישירה,0,14.4,1594.8,964.8,554.4,363.6,2188.8,3204,2250,2638.8,1695.6,453.6,190.8,0
בית דגן קרינה                                     ,2524,21-03-2020,מפוזרת,7.2,133.2,302.4,601.2,1040.4,1137.6,637.2,540,777.6,705.6,727.2,345.6,90,0
בית דגן קרינה                                     ,2524,21-03-2020,גלובאלית,7.2,147.6,1011.6,1152,1616.4,1584,2624.4,3294,2610,2512.8,1645.2,522,129.6,0
בית דגן קרינה                                     ,2524,22-03-2020,ישירה,0,932.4,2538,3056.4,2055.6,1515.6,3002.4,3420,3290.4,3186,3013.2,2289.6,392.4,0
בית דגן קרינה                                     ,2524,22-03-2020,מפוזרת,3.6,140.4,244.8,280.8,576,810,540,388.8,428.4,410.4,288,187.2,93.6,0
בית דגן קרינה                                     ,2524,22-03-2020,גלובאלית,3.6,381.6,1245.6,2034,2070,2138.4,3160.8,3286.8,2966.4,2444.4,1742.4,889.2,165.6,0
בית דגן קרינה                                     ,2524,23-03-2020,ישירה,0,122.4,1648.8,2181.6,2246.4,2458.8,2152.8,2206.8,2282.4,2178,1609.2,975.6,64.8,0
בית דגן קרינה                                     ,2524,23-03-2020,מפוזרת,10.8,223.2,417.6,572.4,716.4,766.8,1011.6,896.4,759.6,655.2,594,392.4,93.6,0
בית דגן קרינה                                     ,2524,23-03-2020,גלובאלית,10.8,280.8,1152,1947.6,2498.4,2941.2,3092.4,2991.6,2718,2246.4,1530,766.8,111.6,0
בית דגן קרינה                                     ,2524,24-03-2020,ישירה,3.6,190.8,1000.8,1576.8,1584,1602,1425.6,1699.2,867.6,223.2,187.2,14.4,0,0
בית דגן קרינה                                     ,2524,24-03-2020,מפוזרת,10.8,248.4,558,766.8,1018.8,1180.8,1332,1224,1357.2,1058.4,756,367.2,82.8,0
בית דגן קרינה                                     ,2524,24-03-2020,גלובאלית,10.8,338.4,1098,1875.6,2448,2829.6,2901.6,2988,2318.4,1360.8,957.6,410.4,90,0
בית דגן קרינה                                     ,2524,25-03-2020,ישירה,0,356.4,1854,57.6,1342.8,1072.8,2077.2,2826,2919.6,2833.2,2563.2,1861.2,421.2,0
בית דגן קרינה                                     ,2524,25-03-2020,מפוזרת,10.8,201.6,453.6,676.8,856.8,1008,864,597.6,496.8,406.8,338.4,255.6,93.6,0
בית דגן קרינה                                     ,2524,25-03-2020,גלובאלית,10.8,342,1220.4,795.6,2001.6,2084.4,2919.6,3225.6,2962.8,2415.6,1692,878.4,172.8,0
בית דגן קרינה                                     ,2524,26-03-2020,ישירה,0,61.2,468,331.2,1800,2433.6,3013.2,2912.4,2300.4,2494.8,579.6,0,0,0
בית דגן קרינה                                     ,2524,26-03-2020,מפוזרת,7.2,295.2,676.8,928.8,702,669.6,514.8,554.4,860.4,543.6,525.6,187.2,36,0
בית דגן קרינה                                     ,2524,26-03-2020,גלובאלית,10.8,360,964.8,1267.2,2232,2916,3286.8,3171.6,2883.6,2325.6,936,205.2,39.6,0
בית דגן קרינה                                     ,2524,27-03-2020,ישירה,0,46.8,370.8,853.2,1137.6,1065.6,1083.6,1105.2,1252.8,1134,784.8,284.4,10.8,0
בית דגן קרינה                                     ,2524,27-03-2020,מפוזרת,7.2,180,565.2,975.6,1184.4,1389.6,1458,1436.4,1234.8,1036.8,810,493.2,118.8,0
בית דגן קרינה                                     ,2524,27-03-2020,גלובאלית,7.2,216,838.8,1684.8,2264.4,2592,2779.2,2746.8,2538,2048.4,1393.2,673.2,136.8,0
בית דגן קרינה                                     ,2524,28-03-2020,ישירה,0,43.2,428.4,597.6,921.6,2080.8,2059.2,712.8,950.4,1123.2,896.4,936,280.8,0
בית דגן קרינה                                     ,2524,28-03-2020,מפוזרת,10.8,223.2,633.6,867.6,1065.6,1008,1090.8,1206,1202.4,990,810,478.8,140.4,0
בית דגן קרינה                                     ,2524,28-03-2020,גלובאלית,10.8,262.8,914.4,1353.6,2095.2,2941.2,3110.4,2023.2,2120.4,1900.8,1407.6,806.4,205.2,0
בית דגן קרינה                                     ,2524,29-03-2020,ישירה,0,954,2106,1756.8,2260.8,3114,3193.2,3211.2,3150,2959.2,1764,1328.4,320.4,0
בית דגן קרינה                                     ,2524,29-03-2020,מפוזרת,14.4,223.2,363.6,684,651.6,475.2,460.8,435.6,410.4,406.8,561.6,428.4,180,0
בית דגן קרינה                                     ,2524,29-03-2020,גלובאלית,18,486,1303.2,1807.2,2480.4,3157.2,3369.6,3322.8,3020.4,2484,1612.8,928.8,255.6,0
בית דגן קרינה                                     ,2524,30-03-2020,ישירה,0,698.4,954,1512,1616.4,2412,2754,1137.6,133.2,165.6,349.2,28.8,0,0
בית דגן קרינה                                     ,2524,30-03-2020,מפוזרת,18,291.6,586.8,799.2,903.6,774,716.4,1486.8,1483.2,1274.4,885.6,507.6,93.6,0
בית דגן קרינה                                     ,2524,30-03-2020,גלובאלית,21.6,504,1112.4,1900.8,2397.6,3009.6,3304.8,2872.8,1810.8,1562.4,1213.2,579.6,100.8,0
בית דגן קרינה                                     ,2524,31-03-2020,ישירה,3.6,7.2,111.6,208.8,10.8,244.8,338.4,136.8,468,388.8,698.4,475.2,28.8,0
בית דגן קרינה                                     ,2524,31-03-2020,מפוזרת,39.6,100.8,550.8,871.2,583.2,655.2,777.6,1069.2,1306.8,1184.4,846,536.4,111.6,0
בית דגן קרינה                                     ,2524,31-03-2020,גלובאלית,46.8,111.6,662.4,1152,655.2,964.8,1180.8,1335.6,1944,1684.8,1389.6,788.4,129.6,0
בית דגן קרינה                                     ,2524,01-04-2020,ישירה,0,3.6,28.8,900,39.6,108,388.8,54,255.6,774,1602,1072.8,104.4,0
בית דגן קרינה                                     ,2524,01-04-2020,מפוזרת,7.2,100.8,378,885.6,1126.8,1245.6,1256.4,1202.4,1382.4,932.4,727.2,511.2,165.6,0
בית דגן קרינה                                     ,2524,01-04-2020,גלובאלית,7.2,111.6,540,1803.6,1288.8,1490.4,1782,1386,1782,1576.8,1702.8,939.6,198,0
